Time | RAM Used/Total | VRAM Used/Total
02:29:01 | 99Gi/503Gi | 7,MiB/12288MiB
02:29:02 | 99Gi/503Gi | 7,MiB/12288MiB
02:29:04 | 99Gi/503Gi | 7,MiB/12288MiB
02:29:05 | 99Gi/503Gi | 7,MiB/12288MiB
02:29:06 | 99Gi/503Gi | 7,MiB/12288MiB
02:29:07 | 100Gi/503Gi | 7,MiB/12288MiB
02:29:08 | 100Gi/503Gi | 7,MiB/12288MiB
02:29:09 | 100Gi/503Gi | 203,MiB/12288MiB
02:29:10 | 100Gi/503Gi | 203,MiB/12288MiB
02:29:11 | 98Gi/503Gi | 203,MiB/12288MiB
02:29:12 | 99Gi/503Gi | 203,MiB/12288MiB
02:29:13 | 99Gi/503Gi | 203,MiB/12288MiB
02:29:14 | 100Gi/503Gi | 203,MiB/12288MiB
02:29:15 | 103Gi/503Gi | 203,MiB/12288MiB
02:29:16 | 106Gi/503Gi | 203,MiB/12288MiB
02:29:17 | 109Gi/503Gi | 203,MiB/12288MiB
02:29:18 | 110Gi/503Gi | 203,MiB/12288MiB
02:29:19 | 105Gi/503Gi | 203,MiB/12288MiB
02:29:20 | 106Gi/503Gi | 203,MiB/12288MiB
02:29:21 | 105Gi/503Gi | 203,MiB/12288MiB
02:29:23 | 106Gi/503Gi | 203,MiB/12288MiB
02:29:24 | 106Gi/503Gi | 203,MiB/12288MiB
02:29:25 | 106Gi/503Gi | 203,MiB/12288MiB
02:29:26 | 106Gi/503Gi | 203,MiB/12288MiB
02:29:27 | 107Gi/503Gi | 203,MiB/12288MiB
02:29:28 | 107Gi/503Gi | 203,MiB/12288MiB
02:29:29 | 107Gi/503Gi | 203,MiB/12288MiB
02:29:30 | 107Gi/503Gi | 203,MiB/12288MiB
02:29:31 | 107Gi/503Gi | 203,MiB/12288MiB
02:29:32 | 107Gi/503Gi | 203,MiB/12288MiB
02:29:33 | 107Gi/503Gi | 203,MiB/12288MiB
02:29:34 | 107Gi/503Gi | 203,MiB/12288MiB
02:29:35 | 107Gi/503Gi | 203,MiB/12288MiB
02:29:36 | 107Gi/503Gi | 203,MiB/12288MiB
02:29:37 | 108Gi/503Gi | 1093,MiB/12288MiB
02:29:38 | 108Gi/503Gi | 10283,MiB/12288MiB
02:29:39 | 108Gi/503Gi | 10283,MiB/12288MiB
02:29:40 | 108Gi/503Gi | 10283,MiB/12288MiB
02:29:41 | 109Gi/503Gi | 10283,MiB/12288MiB
02:29:43 | 109Gi/503Gi | 10283,MiB/12288MiB
02:29:44 | 109Gi/503Gi | 10283,MiB/12288MiB
02:29:45 | 109Gi/503Gi | 10283,MiB/12288MiB
02:29:46 | 109Gi/503Gi | 10283,MiB/12288MiB
02:29:47 | 109Gi/503Gi | 10283,MiB/12288MiB
02:29:48 | 109Gi/503Gi | 10283,MiB/12288MiB
02:29:49 | 110Gi/503Gi | 10283,MiB/12288MiB
02:29:50 | 110Gi/503Gi | 10283,MiB/12288MiB
