Time | RAM Used/Total | VRAM Used/Total
04:48:27 | 37Gi/503Gi | 7,MiB/12288MiB
04:48:28 | 37Gi/503Gi | 7,MiB/12288MiB
04:48:29 | 37Gi/503Gi | 7,MiB/12288MiB
04:48:30 | 37Gi/503Gi | 7,MiB/12288MiB
04:48:31 | 38Gi/503Gi | 7,MiB/12288MiB
04:48:32 | 38Gi/503Gi | 7,MiB/12288MiB
04:48:34 | 38Gi/503Gi | 7,MiB/12288MiB
04:48:35 | 38Gi/503Gi | 7,MiB/12288MiB
04:48:36 | 39Gi/503Gi | 7,MiB/12288MiB
04:48:37 | 38Gi/503Gi | 177,MiB/12288MiB
04:48:38 | 39Gi/503Gi | 203,MiB/12288MiB
04:48:39 | 40Gi/503Gi | 203,MiB/12288MiB
04:48:40 | 41Gi/503Gi | 203,MiB/12288MiB
04:48:41 | 41Gi/503Gi | 203,MiB/12288MiB
04:48:42 | 42Gi/503Gi | 203,MiB/12288MiB
04:48:43 | 46Gi/503Gi | 203,MiB/12288MiB
04:48:44 | 51Gi/503Gi | 203,MiB/12288MiB
04:48:45 | 53Gi/503Gi | 203,MiB/12288MiB
04:48:46 | 54Gi/503Gi | 203,MiB/12288MiB
04:48:47 | 52Gi/503Gi | 203,MiB/12288MiB
04:48:48 | 52Gi/503Gi | 203,MiB/12288MiB
04:48:49 | 54Gi/503Gi | 203,MiB/12288MiB
04:48:50 | 56Gi/503Gi | 203,MiB/12288MiB
04:48:51 | 59Gi/503Gi | 203,MiB/12288MiB
04:48:53 | 60Gi/503Gi | 4239,MiB/12288MiB
04:48:54 | 60Gi/503Gi | 4239,MiB/12288MiB
04:48:55 | 60Gi/503Gi | 4239,MiB/12288MiB
04:48:56 | 60Gi/503Gi | 4239,MiB/12288MiB
04:48:57 | 60Gi/503Gi | 4239,MiB/12288MiB
04:48:58 | 60Gi/503Gi | 4239,MiB/12288MiB
04:48:59 | 60Gi/503Gi | 4239,MiB/12288MiB
04:49:00 | 60Gi/503Gi | 4239,MiB/12288MiB
04:49:01 | 60Gi/503Gi | 4239,MiB/12288MiB
04:49:02 | 61Gi/503Gi | 4239,MiB/12288MiB
04:49:03 | 56Gi/503Gi | 4239,MiB/12288MiB
04:49:04 | 56Gi/503Gi | 4239,MiB/12288MiB
