Time | RAM Used/Total | VRAM Used/Total
02:12:28 | 37Gi/503Gi | 10,MiB/12288MiB
02:12:29 | 37Gi/503Gi | 10,MiB/12288MiB
02:12:31 | 37Gi/503Gi | 10,MiB/12288MiB
02:12:32 | 37Gi/503Gi | 10,MiB/12288MiB
02:12:33 | 37Gi/503Gi | 10,MiB/12288MiB
02:12:34 | 38Gi/503Gi | 10,MiB/12288MiB
02:12:35 | 38Gi/503Gi | 10,MiB/12288MiB
02:12:36 | 38Gi/503Gi | 206,MiB/12288MiB
02:12:37 | 38Gi/503Gi | 206,MiB/12288MiB
02:12:38 | 38Gi/503Gi | 206,MiB/12288MiB
02:12:39 | 39Gi/503Gi | 206,MiB/12288MiB
02:12:40 | 39Gi/503Gi | 206,MiB/12288MiB
02:12:41 | 39Gi/503Gi | 206,MiB/12288MiB
02:12:42 | 41Gi/503Gi | 206,MiB/12288MiB
02:12:43 | 43Gi/503Gi | 206,MiB/12288MiB
02:12:44 | 46Gi/503Gi | 206,MiB/12288MiB
02:12:45 | 48Gi/503Gi | 206,MiB/12288MiB
02:12:46 | 45Gi/503Gi | 206,MiB/12288MiB
02:12:47 | 45Gi/503Gi | 206,MiB/12288MiB
02:12:48 | 45Gi/503Gi | 206,MiB/12288MiB
02:12:50 | 45Gi/503Gi | 206,MiB/12288MiB
02:12:51 | 45Gi/503Gi | 206,MiB/12288MiB
02:12:52 | 46Gi/503Gi | 206,MiB/12288MiB
02:12:53 | 48Gi/503Gi | 206,MiB/12288MiB
02:12:54 | 50Gi/503Gi | 206,MiB/12288MiB
02:12:55 | 50Gi/503Gi | 10286,MiB/12288MiB
02:12:56 | 50Gi/503Gi | 10286,MiB/12288MiB
02:12:57 | 50Gi/503Gi | 10286,MiB/12288MiB
02:12:58 | 51Gi/503Gi | 10286,MiB/12288MiB
02:12:59 | 51Gi/503Gi | 10286,MiB/12288MiB
02:13:00 | 51Gi/503Gi | 10286,MiB/12288MiB
02:13:01 | 51Gi/503Gi | 10286,MiB/12288MiB
02:13:02 | 51Gi/503Gi | 10286,MiB/12288MiB
02:13:03 | 51Gi/503Gi | 10286,MiB/12288MiB
02:13:04 | 51Gi/503Gi | 10286,MiB/12288MiB
02:13:05 | 51Gi/503Gi | 10286,MiB/12288MiB
02:13:06 | 51Gi/503Gi | 10286,MiB/12288MiB
02:13:07 | 51Gi/503Gi | 10286,MiB/12288MiB
02:13:08 | 51Gi/503Gi | 10286,MiB/12288MiB
02:13:09 | 52Gi/503Gi | 10286,MiB/12288MiB
02:13:11 | 52Gi/503Gi | 10286,MiB/12288MiB
02:13:12 | 52Gi/503Gi | 10286,MiB/12288MiB
02:13:13 | 52Gi/503Gi | 10286,MiB/12288MiB
02:13:14 | 52Gi/503Gi | 10286,MiB/12288MiB
02:13:15 | 52Gi/503Gi | 10286,MiB/12288MiB
02:13:16 | 52Gi/503Gi | 10286,MiB/12288MiB
02:13:17 | 52Gi/503Gi | 10286,MiB/12288MiB
02:13:18 | 52Gi/503Gi | 10286,MiB/12288MiB
02:13:19 | 52Gi/503Gi | 10286,MiB/12288MiB
02:13:20 | 52Gi/503Gi | 10286,MiB/12288MiB
02:13:21 | 53Gi/503Gi | 10286,MiB/12288MiB
02:13:22 | 53Gi/503Gi | 10286,MiB/12288MiB
