Time | RAM Used/Total | VRAM Used/Total
02:07:13 | 37Gi/503Gi | 10,MiB/12288MiB
02:07:14 | 37Gi/503Gi | 10,MiB/12288MiB
02:07:16 | 37Gi/503Gi | 10,MiB/12288MiB
02:07:17 | 37Gi/503Gi | 10,MiB/12288MiB
02:07:18 | 37Gi/503Gi | 10,MiB/12288MiB
02:07:19 | 37Gi/503Gi | 10,MiB/12288MiB
02:07:20 | 37Gi/503Gi | 10,MiB/12288MiB
02:07:21 | 38Gi/503Gi | 206,MiB/12288MiB
02:07:22 | 38Gi/503Gi | 206,MiB/12288MiB
02:07:23 | 38Gi/503Gi | 206,MiB/12288MiB
02:07:24 | 38Gi/503Gi | 206,MiB/12288MiB
02:07:25 | 38Gi/503Gi | 206,MiB/12288MiB
02:07:26 | 39Gi/503Gi | 206,MiB/12288MiB
02:07:27 | 39Gi/503Gi | 206,MiB/12288MiB
02:07:28 | 41Gi/503Gi | 206,MiB/12288MiB
02:07:29 | 43Gi/503Gi | 206,MiB/12288MiB
02:07:30 | 46Gi/503Gi | 206,MiB/12288MiB
02:07:31 | 48Gi/503Gi | 206,MiB/12288MiB
02:07:32 | 45Gi/503Gi | 206,MiB/12288MiB
02:07:34 | 45Gi/503Gi | 206,MiB/12288MiB
02:07:35 | 45Gi/503Gi | 206,MiB/12288MiB
02:07:36 | 45Gi/503Gi | 206,MiB/12288MiB
02:07:37 | 45Gi/503Gi | 206,MiB/12288MiB
02:07:38 | 46Gi/503Gi | 206,MiB/12288MiB
02:07:39 | 48Gi/503Gi | 206,MiB/12288MiB
02:07:40 | 49Gi/503Gi | 206,MiB/12288MiB
02:07:41 | 50Gi/503Gi | 236,MiB/12288MiB
02:07:42 | 50Gi/503Gi | 330,MiB/12288MiB
02:07:43 | 50Gi/503Gi | 546,MiB/12288MiB
02:07:44 | 50Gi/503Gi | 546,MiB/12288MiB
02:07:45 | 50Gi/503Gi | 546,MiB/12288MiB
02:07:46 | 51Gi/503Gi | 546,MiB/12288MiB
02:07:47 | 51Gi/503Gi | 546,MiB/12288MiB
02:07:48 | 51Gi/503Gi | 546,MiB/12288MiB
02:07:49 | 51Gi/503Gi | 546,MiB/12288MiB
02:07:50 | 51Gi/503Gi | 546,MiB/12288MiB
02:07:51 | 51Gi/503Gi | 546,MiB/12288MiB
02:07:52 | 51Gi/503Gi | 546,MiB/12288MiB
02:07:54 | 51Gi/503Gi | 546,MiB/12288MiB
02:07:55 | 51Gi/503Gi | 546,MiB/12288MiB
02:07:56 | 51Gi/503Gi | 546,MiB/12288MiB
02:07:57 | 51Gi/503Gi | 546,MiB/12288MiB
02:07:58 | 52Gi/503Gi | 546,MiB/12288MiB
02:07:59 | 52Gi/503Gi | 546,MiB/12288MiB
02:08:00 | 52Gi/503Gi | 546,MiB/12288MiB
02:08:01 | 52Gi/503Gi | 546,MiB/12288MiB
02:08:02 | 52Gi/503Gi | 546,MiB/12288MiB
02:08:03 | 52Gi/503Gi | 546,MiB/12288MiB
02:08:04 | 52Gi/503Gi | 546,MiB/12288MiB
02:08:05 | 52Gi/503Gi | 546,MiB/12288MiB
02:08:06 | 52Gi/503Gi | 546,MiB/12288MiB
02:08:07 | 52Gi/503Gi | 546,MiB/12288MiB
02:08:08 | 52Gi/503Gi | 546,MiB/12288MiB
02:08:09 | 53Gi/503Gi | 546,MiB/12288MiB
02:08:10 | 53Gi/503Gi | 546,MiB/12288MiB
02:08:11 | 53Gi/503Gi | 546,MiB/12288MiB
02:08:12 | 53Gi/503Gi | 546,MiB/12288MiB
02:08:14 | 53Gi/503Gi | 546,MiB/12288MiB
02:08:15 | 53Gi/503Gi | 546,MiB/12288MiB
02:08:16 | 53Gi/503Gi | 546,MiB/12288MiB
02:08:17 | 53Gi/503Gi | 546,MiB/12288MiB
02:08:18 | 54Gi/503Gi | 546,MiB/12288MiB
02:08:19 | 54Gi/503Gi | 546,MiB/12288MiB
02:08:20 | 55Gi/503Gi | 546,MiB/12288MiB
02:08:21 | 55Gi/503Gi | 546,MiB/12288MiB
02:08:22 | 56Gi/503Gi | 546,MiB/12288MiB
02:08:23 | 57Gi/503Gi | 546,MiB/12288MiB
02:08:24 | 57Gi/503Gi | 546,MiB/12288MiB
