Time | RAM Used/Total | VRAM Used/Total
03:02:14 | 37Gi/503Gi | 10,MiB/12288MiB
03:02:15 | 37Gi/503Gi | 10,MiB/12288MiB
03:02:16 | 37Gi/503Gi | 10,MiB/12288MiB
03:02:17 | 37Gi/503Gi | 10,MiB/12288MiB
03:02:18 | 37Gi/503Gi | 10,MiB/12288MiB
03:02:19 | 37Gi/503Gi | 10,MiB/12288MiB
03:02:20 | 37Gi/503Gi | 10,MiB/12288MiB
03:02:21 | 38Gi/503Gi | 206,MiB/12288MiB
03:02:22 | 38Gi/503Gi | 206,MiB/12288MiB
03:02:23 | 38Gi/503Gi | 206,MiB/12288MiB
03:02:24 | 39Gi/503Gi | 206,MiB/12288MiB
03:02:25 | 39Gi/503Gi | 206,MiB/12288MiB
03:02:26 | 39Gi/503Gi | 206,MiB/12288MiB
03:02:28 | 40Gi/503Gi | 206,MiB/12288MiB
03:02:29 | 43Gi/503Gi | 206,MiB/12288MiB
03:02:30 | 46Gi/503Gi | 206,MiB/12288MiB
03:02:31 | 47Gi/503Gi | 206,MiB/12288MiB
03:02:32 | 45Gi/503Gi | 206,MiB/12288MiB
03:02:33 | 45Gi/503Gi | 206,MiB/12288MiB
03:02:34 | 45Gi/503Gi | 206,MiB/12288MiB
03:02:35 | 45Gi/503Gi | 206,MiB/12288MiB
03:02:36 | 45Gi/503Gi | 206,MiB/12288MiB
03:02:37 | 47Gi/503Gi | 206,MiB/12288MiB
03:02:38 | 47Gi/503Gi | 206,MiB/12288MiB
03:02:39 | 49Gi/503Gi | 206,MiB/12288MiB
03:02:40 | 50Gi/503Gi | 5330,MiB/12288MiB
03:02:41 | 50Gi/503Gi | 5330,MiB/12288MiB
03:02:42 | 50Gi/503Gi | 5330,MiB/12288MiB
03:02:43 | 50Gi/503Gi | 5330,MiB/12288MiB
03:02:44 | 50Gi/503Gi | 5330,MiB/12288MiB
03:02:45 | 51Gi/503Gi | 5330,MiB/12288MiB
03:02:46 | 51Gi/503Gi | 5330,MiB/12288MiB
03:02:48 | 51Gi/503Gi | 5330,MiB/12288MiB
03:02:49 | 51Gi/503Gi | 5330,MiB/12288MiB
03:02:50 | 51Gi/503Gi | 5330,MiB/12288MiB
03:02:51 | 51Gi/503Gi | 5330,MiB/12288MiB
03:02:52 | 51Gi/503Gi | 5330,MiB/12288MiB
03:02:53 | 51Gi/503Gi | 5330,MiB/12288MiB
03:02:54 | 51Gi/503Gi | 5330,MiB/12288MiB
03:02:55 | 51Gi/503Gi | 5330,MiB/12288MiB
03:02:56 | 52Gi/503Gi | 5330,MiB/12288MiB
03:02:57 | 52Gi/503Gi | 5330,MiB/12288MiB
03:02:58 | 52Gi/503Gi | 5330,MiB/12288MiB
03:02:59 | 52Gi/503Gi | 5330,MiB/12288MiB
03:03:00 | 52Gi/503Gi | 5330,MiB/12288MiB
03:03:01 | 52Gi/503Gi | 5330,MiB/12288MiB
03:03:02 | 52Gi/503Gi | 5330,MiB/12288MiB
03:03:03 | 52Gi/503Gi | 5330,MiB/12288MiB
03:03:04 | 52Gi/503Gi | 5330,MiB/12288MiB
03:03:05 | 52Gi/503Gi | 5330,MiB/12288MiB
03:03:06 | 52Gi/503Gi | 5330,MiB/12288MiB
03:03:08 | 53Gi/503Gi | 5330,MiB/12288MiB
03:03:09 | 53Gi/503Gi | 5330,MiB/12288MiB
03:03:10 | 53Gi/503Gi | 5330,MiB/12288MiB
03:03:11 | 53Gi/503Gi | 5330,MiB/12288MiB
03:03:12 | 53Gi/503Gi | 5330,MiB/12288MiB
03:03:13 | 53Gi/503Gi | 5330,MiB/12288MiB
03:03:14 | 53Gi/503Gi | 5330,MiB/12288MiB
03:03:15 | 54Gi/503Gi | 5330,MiB/12288MiB
03:03:16 | 54Gi/503Gi | 5330,MiB/12288MiB
03:03:17 | 55Gi/503Gi | 5330,MiB/12288MiB
03:03:18 | 55Gi/503Gi | 5330,MiB/12288MiB
03:03:19 | 56Gi/503Gi | 5330,MiB/12288MiB
03:03:20 | 56Gi/503Gi | 5330,MiB/12288MiB
03:03:21 | 57Gi/503Gi | 5330,MiB/12288MiB
03:03:22 | 56Gi/503Gi | 5330,MiB/12288MiB
03:03:23 | 57Gi/503Gi | 5330,MiB/12288MiB
03:03:24 | 57Gi/503Gi | 5330,MiB/12288MiB
03:03:25 | 57Gi/503Gi | 5330,MiB/12288MiB
03:03:26 | 56Gi/503Gi | 5330,MiB/12288MiB
03:03:28 | 57Gi/503Gi | 5330,MiB/12288MiB
03:03:29 | 57Gi/503Gi | 5330,MiB/12288MiB
03:03:30 | 57Gi/503Gi | 5330,MiB/12288MiB
03:03:31 | 58Gi/503Gi | 5330,MiB/12288MiB
03:03:32 | 58Gi/503Gi | 5330,MiB/12288MiB
03:03:33 | 58Gi/503Gi | 5330,MiB/12288MiB
03:03:34 | 58Gi/503Gi | 5330,MiB/12288MiB
03:03:35 | 58Gi/503Gi | 5330,MiB/12288MiB
03:03:36 | 58Gi/503Gi | 5330,MiB/12288MiB
03:03:37 | 58Gi/503Gi | 5330,MiB/12288MiB
03:03:38 | 58Gi/503Gi | 5330,MiB/12288MiB
03:03:39 | 58Gi/503Gi | 5330,MiB/12288MiB
03:03:40 | 58Gi/503Gi | 5330,MiB/12288MiB
03:03:41 | 59Gi/503Gi | 5330,MiB/12288MiB
03:03:42 | 59Gi/503Gi | 5330,MiB/12288MiB
03:03:43 | 59Gi/503Gi | 5330,MiB/12288MiB
03:03:44 | 59Gi/503Gi | 5330,MiB/12288MiB
03:03:45 | 59Gi/503Gi | 5330,MiB/12288MiB
03:03:46 | 59Gi/503Gi | 5330,MiB/12288MiB
03:03:48 | 59Gi/503Gi | 5330,MiB/12288MiB
03:03:49 | 59Gi/503Gi | 5330,MiB/12288MiB
03:03:50 | 59Gi/503Gi | 5330,MiB/12288MiB
03:03:51 | 59Gi/503Gi | 5330,MiB/12288MiB
03:03:52 | 59Gi/503Gi | 5330,MiB/12288MiB
03:03:53 | 60Gi/503Gi | 5330,MiB/12288MiB
03:03:54 | 60Gi/503Gi | 5330,MiB/12288MiB
03:03:55 | 60Gi/503Gi | 5330,MiB/12288MiB
03:03:56 | 60Gi/503Gi | 5330,MiB/12288MiB
03:03:57 | 60Gi/503Gi | 5330,MiB/12288MiB
03:03:58 | 60Gi/503Gi | 5330,MiB/12288MiB
03:03:59 | 60Gi/503Gi | 5330,MiB/12288MiB
03:04:00 | 60Gi/503Gi | 5330,MiB/12288MiB
03:04:01 | 59Gi/503Gi | 5330,MiB/12288MiB
03:04:02 | 58Gi/503Gi | 5330,MiB/12288MiB
03:04:03 | 58Gi/503Gi | 5330,MiB/12288MiB
03:04:04 | 59Gi/503Gi | 5330,MiB/12288MiB
03:04:05 | 60Gi/503Gi | 5330,MiB/12288MiB
03:04:06 | 60Gi/503Gi | 5330,MiB/12288MiB
03:04:07 | 61Gi/503Gi | 5330,MiB/12288MiB
03:04:08 | 61Gi/503Gi | 5330,MiB/12288MiB
03:04:10 | 58Gi/503Gi | 5330,MiB/12288MiB
03:04:11 | 58Gi/503Gi | 5330,MiB/12288MiB
03:04:12 | 58Gi/503Gi | 5330,MiB/12288MiB
03:04:13 | 58Gi/503Gi | 5330,MiB/12288MiB
03:04:14 | 59Gi/503Gi | 5330,MiB/12288MiB
03:04:15 | 59Gi/503Gi | 5330,MiB/12288MiB
03:04:16 | 60Gi/503Gi | 5330,MiB/12288MiB
03:04:17 | 60Gi/503Gi | 5330,MiB/12288MiB
03:04:18 | 60Gi/503Gi | 5330,MiB/12288MiB
03:04:19 | 60Gi/503Gi | 5330,MiB/12288MiB
03:04:20 | 60Gi/503Gi | 5330,MiB/12288MiB
03:04:21 | 60Gi/503Gi | 5330,MiB/12288MiB
03:04:22 | 60Gi/503Gi | 5330,MiB/12288MiB
03:04:23 | 60Gi/503Gi | 5330,MiB/12288MiB
03:04:24 | 60Gi/503Gi | 5330,MiB/12288MiB
03:04:25 | 60Gi/503Gi | 5330,MiB/12288MiB
03:04:26 | 60Gi/503Gi | 5330,MiB/12288MiB
03:04:27 | 61Gi/503Gi | 5330,MiB/12288MiB
03:04:29 | 61Gi/503Gi | 5330,MiB/12288MiB
03:04:30 | 61Gi/503Gi | 5330,MiB/12288MiB
03:04:31 | 61Gi/503Gi | 5330,MiB/12288MiB
03:04:32 | 61Gi/503Gi | 5330,MiB/12288MiB
03:04:33 | 61Gi/503Gi | 5330,MiB/12288MiB
03:04:34 | 61Gi/503Gi | 5330,MiB/12288MiB
03:04:35 | 61Gi/503Gi | 5330,MiB/12288MiB
03:04:36 | 61Gi/503Gi | 5330,MiB/12288MiB
03:04:37 | 61Gi/503Gi | 5330,MiB/12288MiB
03:04:38 | 61Gi/503Gi | 5330,MiB/12288MiB
03:04:39 | 62Gi/503Gi | 5330,MiB/12288MiB
03:04:40 | 62Gi/503Gi | 5330,MiB/12288MiB
03:04:41 | 62Gi/503Gi | 5330,MiB/12288MiB
03:04:42 | 62Gi/503Gi | 5330,MiB/12288MiB
03:04:43 | 62Gi/503Gi | 5330,MiB/12288MiB
03:04:44 | 62Gi/503Gi | 5330,MiB/12288MiB
03:04:45 | 62Gi/503Gi | 5330,MiB/12288MiB
03:04:47 | 62Gi/503Gi | 5330,MiB/12288MiB
03:04:48 | 62Gi/503Gi | 5330,MiB/12288MiB
03:04:49 | 60Gi/503Gi | 5330,MiB/12288MiB
03:04:50 | 60Gi/503Gi | 5330,MiB/12288MiB
03:04:51 | 61Gi/503Gi | 5330,MiB/12288MiB
03:04:52 | 61Gi/503Gi | 5330,MiB/12288MiB
03:04:53 | 62Gi/503Gi | 5330,MiB/12288MiB
03:04:54 | 62Gi/503Gi | 5330,MiB/12288MiB
03:04:55 | 63Gi/503Gi | 5330,MiB/12288MiB
03:04:56 | 59Gi/503Gi | 5330,MiB/12288MiB
03:04:57 | 61Gi/503Gi | 5330,MiB/12288MiB
03:04:58 | 60Gi/503Gi | 5330,MiB/12288MiB
03:04:59 | 61Gi/503Gi | 5330,MiB/12288MiB
03:05:00 | 60Gi/503Gi | 5330,MiB/12288MiB
03:05:01 | 61Gi/503Gi | 5330,MiB/12288MiB
03:05:02 | 62Gi/503Gi | 5330,MiB/12288MiB
03:05:03 | 62Gi/503Gi | 5330,MiB/12288MiB
03:05:04 | 62Gi/503Gi | 5330,MiB/12288MiB
03:05:05 | 62Gi/503Gi | 5330,MiB/12288MiB
03:05:06 | 62Gi/503Gi | 5330,MiB/12288MiB
03:05:07 | 62Gi/503Gi | 5330,MiB/12288MiB
03:05:09 | 62Gi/503Gi | 5330,MiB/12288MiB
03:05:10 | 62Gi/503Gi | 5330,MiB/12288MiB
03:05:11 | 62Gi/503Gi | 5330,MiB/12288MiB
03:05:12 | 62Gi/503Gi | 5330,MiB/12288MiB
03:05:13 | 62Gi/503Gi | 5330,MiB/12288MiB
03:05:14 | 63Gi/503Gi | 5330,MiB/12288MiB
03:05:15 | 63Gi/503Gi | 5330,MiB/12288MiB
03:05:16 | 63Gi/503Gi | 5330,MiB/12288MiB
03:05:17 | 63Gi/503Gi | 5330,MiB/12288MiB
03:05:18 | 63Gi/503Gi | 5330,MiB/12288MiB
03:05:19 | 63Gi/503Gi | 5330,MiB/12288MiB
03:05:20 | 63Gi/503Gi | 5330,MiB/12288MiB
03:05:21 | 63Gi/503Gi | 5330,MiB/12288MiB
03:05:22 | 63Gi/503Gi | 5330,MiB/12288MiB
03:05:23 | 63Gi/503Gi | 5330,MiB/12288MiB
03:05:24 | 63Gi/503Gi | 5330,MiB/12288MiB
03:05:25 | 64Gi/503Gi | 5330,MiB/12288MiB
